InvoiceNo;Order
Invoice6080;whole weat flour,tomato juice,mayonnaise
Invoice6081;yams,frozen smoothie,hot dogs
Invoice6082;spaghetti,mineral water
Invoice6083;shrimp,flax seed,light cream
Invoice6084;olive oil
Invoice6085;red wine,shrimp,ground beef,spaghetti,muffins,pancakes,eggs,honey,cookies,cottage cheese,magazines
Invoice6086;chocolate,french fries
Invoice6087;vegetables mix,nonfat milk,green grapes,cake,cookies,cottage cheese,brownies,fresh bread,green tea
Invoice6088;honey,light cream,frozen smoothie,tomato juice
Invoice6089;cake,carrots,cookies
Invoice6090;escalope
Invoice6091;frozen vegetables,milk,olive oil,almonds,green tea,french fries,frozen smoothie,protein bar
Invoice6092;burgers,frozen vegetables,mineral water,black tea,whole wheat rice,frozen smoothie
Invoice6093;french fries
Invoice6094;eggs
Invoice6095;butter,chocolate
Invoice6096;cookies
Invoice6097;frozen vegetables,ground beef,mineral water,flax seed,eggs,escalope,brownies
Invoice6098;oil,carrots,tomato juice
Invoice6099;eggs
Invoice6100;shrimp,frozen vegetables,mineral water,eggs,honey
Invoice6101;whole wheat pasta,milk
Invoice6102;herb & pepper,shrimp,ground beef,rice,cookies,babies food,tomato juice
Invoice6103;shrimp,eggs,strawberries,green tea
Invoice6104;turkey,cake,french fries
Invoice6105;mineral water,almonds,eggs,green tea
Invoice6106;herb & pepper,pepper,spaghetti,eggs
Invoice6107;tomatoes,salt,fresh bread
Invoice6108;pancakes,light mayo
Invoice6109;ground beef,chocolate,soup,cake,pancakes,cauliflower
Invoice6110;hand protein bar
Invoice6111;mineral water,chocolate,chicken,green tea
Invoice6112;turkey,tomato juice
Invoice6113;chocolate,ground beef,spaghetti,soup,milk,energy bar,cooking oil,toothpaste,zucchini
Invoice6114;soup,milk,honey
Invoice6115;turkey,green tea
Invoice6116;tomatoes,soup,cooking oil,extra dark chocolate
Invoice6117;milk
Invoice6118;eggs
Invoice6119;chocolate,ground beef,soup,energy drink,low fat yogurt
Invoice6120;herb & pepper
Invoice6121;herb & pepper,black tea,escalope
Invoice6122;eggs,chocolate
Invoice6123;cake,french fries
Invoice6124;cookies
Invoice6125;mineral water
Invoice6126;herb & pepper,champagne
Invoice6127;ham
Invoice6128;butter,flax seed,chicken,green tea,magazines
Invoice6129;burgers,almonds,eggs,french fries
Invoice6130;escalope,pasta,green tea
Invoice6131;french fries
Invoice6132;frozen vegetables,mineral water,soup,milk,whole wheat rice,cake,cereals,melons
Invoice6133;spaghetti,mineral water,eggs,light cream
Invoice6134;red wine,eggs,toothpaste
Invoice6135;milk,chicken,cider,eggs,chocolate,french fries,frozen smoothie,escalope,pancakes,low fat yogurt
Invoice6136;frozen vegetables,milk,green tea,magazines,low fat yogurt
Invoice6137;ham,ground beef,cake
Invoice6138;chocolate,french fries,hot dogs
Invoice6139;red wine,mineral water,milk,bug spray,green beans,french fries,magazines
Invoice6140;ham,ground beef,french wine,whole wheat rice
Invoice6141;turkey
Invoice6142;chocolate,spaghetti,olive oil,carrots
Invoice6143;hot dogs
Invoice6144;mineral water,olive oil
Invoice6145;eggs
Invoice6146;herb & pepper,red wine
Invoice6147;shrimp,pepper,chili
Invoice6148;chocolate,tomato sauce,soup,oil,french fries,cookies,fresh bread
Invoice6149;shrimp,spaghetti,soup,whole wheat rice,tomato juice
Invoice6150;chocolate,champagne,hot dogs
Invoice6151;burgers,spaghetti,mineral water,butter,salmon,nonfat milk,magazines,mayonnaise,green tea
Invoice6152;tomatoes,parmesan cheese,mineral water,eggs
Invoice6153;turkey,herb & pepper,mineral water,gluten free bar
Invoice6154;fresh tuna,red wine,mineral water,fromage blanc,eggs,cake,pet food,frozen smoothie,hot dogs,gluten free bar
Invoice6155;chocolate,almonds,whole wheat rice
Invoice6156;grated cheese,shrimp,mineral water,soup,milk,escalope,white wine
Invoice6157;grated cheese,energy bar
Invoice6158;shrimp,tomatoes,spaghetti,flax seed,salmon,cake,brownies
Invoice6159;cookies
Invoice6160;whole wheat pasta,pasta
Invoice6161;flax seed,chocolate,frozen smoothie,escalope,cookies
Invoice6162;eggs
Invoice6163;grated cheese,shrimp,frozen vegetables,tomatoes
Invoice6164;mineral water,eggs,protein bar,fresh bread,low fat yogurt
Invoice6165;ground beef,salmon
Invoice6166;chocolate,herb & pepper,ground beef,mineral water,soup,milk,french wine,chicken,pancakes,whole weat flour,clothes accessories,fresh bread
Invoice6167;ground beef,spaghetti,mineral water,milk,french wine,salmon,eggs
Invoice6168;frozen vegetables,spaghetti,mineral water,cooking oil
Invoice6169;ground beef,spaghetti,milk,chicken,eggs
Invoice6170;strawberries
Invoice6171;ground beef,mineral water,energy bar,bug spray
Invoice6172;chocolate,parmesan cheese,mineral water,eggs,champagne,white wine
Invoice6173;cookies
Invoice6174;mineral water
Invoice6175;shrimp,frozen vegetables,ground beef,vegetables mix,nonfat milk,chocolate
Invoice6176;escalope
Invoice6177;mineral water
Invoice6178;pepper,spaghetti,milk,olive oil,butter,chicken
Invoice6179;burgers,frozen vegetables,whole wheat pasta,spaghetti,mineral water,soup,bacon,eggs,light cream,cooking oil,chicken,body spray,pancakes
Invoice6180;spaghetti
Invoice6181;escalope
Invoice6182;mineral water
Invoice6183;milk,eggplant
Invoice6184;burgers,cake,french fries,hot dogs,low fat yogurt,green tea
Invoice6185;yogurt cake
Invoice6186;soda,white wine
Invoice6187;salmon
Invoice6188;turkey,eggs
Invoice6189;mineral water,eggs,chocolate
Invoice6190;turkey,frozen vegetables,ground beef,meatballs,energy bar,whole wheat rice,frozen smoothie
Invoice6191;grated cheese,cookies,melons
Invoice6192;green beans
Invoice6193;chocolate,whole wheat pasta,spaghetti,milk,salmon
Invoice6194;tomatoes,ground beef,spaghetti,energy bar
Invoice6195;burgers,almonds,eggs,chicken,light mayo
Invoice6196;mineral water,oil,toothpaste
Invoice6197;grated cheese
Invoice6198;chocolate
Invoice6199;green tea,salad,fresh bread
Invoice6200;burgers,ground beef,salmon,vegetables mix,eggs,chocolate
Invoice6201;burgers,eggs,babies food
Invoice6202;escalope
Invoice6203;chutney
Invoice6204;turkey,eggs
Invoice6205;burgers,frozen vegetables,eggs,cake
Invoice6206;french fries,hot dogs
Invoice6207;eggs,eggplant,cookies,brownies,low fat yogurt
Invoice6208;frozen vegetables
Invoice6209;chocolate,energy bar,almonds,cake,green tea
Invoice6210;turkey,champagne,salt
Invoice6211;pickles
Invoice6212;dessert wine,tomatoes,parmesan cheese,spaghetti
Invoice6213;meatballs,mint green tea
Invoice6214;mineral water,soup,mushroom cream sauce,low fat yogurt,honey
Invoice6215;mineral water,chocolate,eggs,rice,light mayo
Invoice6216;mineral water,milk,vegetables mix,brownies,fresh bread,low fat yogurt
Invoice6217;burgers,herb & pepper,mineral water,eggs,cake,frozen smoothie
Invoice6218;brownies
Invoice6219;shrimp
Invoice6220;mineral water
Invoice6221;grated cheese,low fat yogurt
Invoice6222;whole wheat pasta,spaghetti,milk,cider,eggs
Invoice6223;chocolate,yogurt cake
Invoice6224;pancakes
Invoice6225;frozen smoothie
Invoice6226;mineral water
Invoice6227;gluten free bar
Invoice6228;chocolate,mineral water
Invoice6229;tomato juice
Invoice6230;grated cheese
Invoice6231;ground beef,butter,flax seed,honey,green tea
Invoice6232;chocolate,muffins
Invoice6233;ground beef,pepper,milk,olive oil,butter,bug spray,green tea,chocolate,escalope
Invoice6234;tomatoes,mineral water,pancakes,whole weat flour,french fries
Invoice6235;tomatoes,mineral water,eggs,ketchup,corn,pancakes
Invoice6236;escalope
Invoice6237;eggs,low fat yogurt
Invoice6238;mineral water,chocolate,escalope
Invoice6239;light mayo
Invoice6240;soup,pet food,energy drink
Invoice6241;burgers,turkey,tomatoes,soup,milk,salmon,honey,green beans,whole weat flour,french fries,frozen smoothie,tomato juice
Invoice6242;turkey,burgers,frozen vegetables,spaghetti,olive oil,french wine,eggs,gums,pancakes,salt,green tea
Invoice6243;tomato sauce,spaghetti,tomato juice,fresh bread
Invoice6244;parmesan cheese,whole wheat pasta
Invoice6245;burgers,ground beef,spaghetti,mineral water,french fries,light mayo
Invoice6246;escalope,mushroom cream sauce
Invoice6247;milk,cider,cake,green tea
Invoice6248;cookies,mushroom cream sauce
Invoice6249;parmesan cheese,whole wheat pasta,french fries
Invoice6250;parmesan cheese,spaghetti,green grapes
Invoice6251;shrimp,gums
Invoice6252;mineral water,cookies
Invoice6253;eggs,whole wheat rice
Invoice6254;eggs
Invoice6255;cookies
Invoice6256;chocolate
Invoice6257;herb & pepper,frozen vegetables,ground beef,milk,whole wheat rice,eggplant,cookies,mushroom cream sauce,low fat yogurt
Invoice6258;french fries
Invoice6259;burgers,mineral water,eggs,green tea,low fat yogurt
Invoice6260;burgers,eggs,french fries
Invoice6261;chicken,green tea,chocolate
Invoice6262;cottage cheese,brownies,low fat yogurt
Invoice6263;spaghetti,meatballs,milk
Invoice6264;cookies,low fat yogurt
Invoice6265;chocolate,french fries,escalope
Invoice6266;parmesan cheese
Invoice6267;escalope
Invoice6268;mint green tea
Invoice6269;whole wheat pasta,milk,cereals,pancakes
Invoice6270;shrimp,carrots,ham,yogurt cake
Invoice6271;herb & pepper,mineral water
Invoice6272;milk,escalope,champagne,hot dogs,fresh bread
Invoice6273;vegetables mix,soda,frozen smoothie,hot dogs,cottage cheese,yogurt cake,tomato juice,fresh bread
Invoice6274;frozen vegetables,carrots,frozen smoothie
Invoice6275;shrimp,chocolate,almonds,pancakes
Invoice6276;hot dogs
Invoice6277;french fries,pancakes
Invoice6278;herb & pepper,ground beef,milk,olive oil,salmon,chili
Invoice6279;shrimp,frozen vegetables,tomatoes,spaghetti,soda,green tea
Invoice6280;burgers,milk
Invoice6281;ground beef,mineral water
Invoice6282;turkey,spaghetti,chocolate,milk,black tea,eggs,low fat yogurt
Invoice6283;soup,avocado,french fries,escalope,body spray
Invoice6284;soup
Invoice6285;mineral water,barbecue sauce
Invoice6286;mineral water,eggs
Invoice6287;pepper,spaghetti,mineral water,milk,salmon,chocolate,frozen smoothie,escalope,hot dogs,sparkling water
Invoice6288;ground beef,pepper,mineral water,chocolate,oil,chili,escalope
Invoice6289;tomatoes,spaghetti,whole wheat rice,frozen smoothie,yogurt cake
Invoice6290;herb & pepper,tomatoes,spaghetti,mineral water,chutney,eggs,cake,french fries
Invoice6291;burgers,red wine,ground beef,pepper,ham,fresh bread,low fat yogurt
Invoice6292;muffins,eggs
Invoice6293;muffins,pancakes
Invoice6294;frozen vegetables,mineral water,chocolate,french fries
Invoice6295;frozen vegetables,eggs,eggplant,yogurt cake,fresh bread
Invoice6296;sandwich
Invoice6297;burgers,spaghetti,mineral water,olive oil,pancakes,cake,ham,mint green tea,chocolate,french fries
Invoice6298;frozen vegetables,french fries,mashed potato
Invoice6299;cottage cheese,low fat yogurt
Invoice6300;mineral water,eggs
Invoice6301;fresh tuna,grated cheese,french wine,pancakes,eggs,cake,chicken,hot dogs
Invoice6302;turkey,ham,shrimp,tomatoes,whole wheat rice,carrots,green tea,yogurt cake,low fat yogurt
Invoice6303;eggs,pet food
Invoice6304;red wine,salmon
Invoice6305;flax seed,green tea
Invoice6306;mineral water,carrots
Invoice6307;escalope
Invoice6308;burgers,fresh tuna,tomatoes,fromage blanc
Invoice6309;honey,green tea,melons
Invoice6310;spaghetti,escalope
Invoice6311;burgers,tomatoes,whole wheat pasta,mineral water,chocolate,olive oil
Invoice6312;herb & pepper,frozen vegetables,ground beef,spaghetti,mineral water,soup,pancakes
Invoice6313;whole wheat pasta,butter,gums,cereals,body spray,green tea
Invoice6314;herb & pepper,ground beef,mineral water,milk,whole weat flour
Invoice6315;turkey,soup,milk,french wine,whole wheat rice,cookies
Invoice6316;frozen vegetables,mineral water,pancakes,whole wheat rice,french fries,cookies
Invoice6317;mineral water,mayonnaise
Invoice6318;shrimp,whole wheat rice,cake,champagne,pancakes,green tea
Invoice6319;avocado,butter,low fat yogurt,green tea
Invoice6320;mineral water,french fries,protein bar
Invoice6321;cake,yogurt cake,salad
Invoice6322;chutney,eggs,escalope
Invoice6323;spaghetti,mineral water,fromage blanc,french fries
Invoice6324;babies food
Invoice6325;spaghetti,milk,strong cheese,chocolate
Invoice6326;pickles,eggs
Invoice6327;spaghetti,vegetables mix,eggs,chocolate,escalope,mushroom cream sauce
Invoice6328;frozen smoothie
Invoice6329;whole wheat pasta,spaghetti,milk
Invoice6330;spaghetti,mineral water,chocolate,milk,olive oil,salmon,eggs,cooking oil,fresh bread
Invoice6331;blueberries
Invoice6332;yogurt cake
Invoice6333;chocolate,french fries,escalope
Invoice6334;burgers,milk,cooking oil,hot dogs
Invoice6335;mineral water,yogurt cake
Invoice6336;energy bar,energy drink
Invoice6337;ham,spaghetti,milk,muffins,frozen smoothie,hot dogs,low fat yogurt
Invoice6338;hot dogs,yogurt cake
Invoice6339;pickles,herb & pepper,vegetables mix,eggs,french fries
Invoice6340;escalope,pasta
Invoice6341;shrimp,frozen vegetables,cake,melons
Invoice6342;muffins,french fries,champagne,shallot
Invoice6343;frozen vegetables,ground beef,milk,chicken,fromage blanc,whole wheat rice,ketchup,hot dogs,brownies,light mayo
Invoice6344;cooking oil
Invoice6345;french fries
Invoice6346;burgers,whole wheat rice
Invoice6347;energy bar
Invoice6348;olive oil
Invoice6349;frozen vegetables
Invoice6350;tomato sauce,olive oil,gums,strawberries,low fat yogurt
Invoice6351;mineral water
Invoice6352;milk,escalope,champagne
Invoice6353;red wine,ground beef,tomato sauce,spaghetti,chocolate,escalope,low fat yogurt
Invoice6354;tomatoes,eggs
Invoice6355;spinach
Invoice6356;mineral water
Invoice6357;mineral water,whole wheat rice,frozen smoothie
Invoice6358;burgers,eggs
Invoice6359;salad
Invoice6360;herb & pepper,mineral water,milk,black tea
Invoice6361;burgers,mineral water,eggs,french fries,hot dogs,cottage cheese,brownies,gluten free bar,light mayo
Invoice6362;burgers,energy bar,whole wheat rice,bug spray,french fries,hot dogs,sparkling water,shampoo
Invoice6363;frozen vegetables,green grapes
Invoice6364;turkey,green tea
Invoice6365;herb & pepper,ground beef,pancakes,burger sauce,french fries
Invoice6366;soup,muffins,rice,cereals
Invoice6367;chocolate,cookies,light mayo
Invoice6368;milk,low fat yogurt
Invoice6369;ground beef,spaghetti,carrots,chocolate,frozen smoothie
Invoice6370;tomatoes,energy bar,vegetables mix,cottage cheese,pancakes,fresh bread
Invoice6371;chocolate,mineral water
Invoice6372;fresh tuna,mineral water,french wine,cereals
Invoice6373;yogurt cake
Invoice6374;protein bar,tomato juice,fresh bread,honey
Invoice6375;eggs,cooking oil,eggplant
Invoice6376;burgers,fresh tuna,milk,chicken,champagne,asparagus,white wine
Invoice6377;green tea,frozen smoothie
Invoice6378;turkey,mineral water
Invoice6379;burgers,energy bar,whole wheat rice,cake
Invoice6380;mineral water,chocolate,milk,pancakes,eggs
Invoice6381;avocado,energy bar
Invoice6382;tomatoes,spaghetti,mineral water,meatballs,salt
Invoice6383;burgers,spaghetti,milk,carrots,chocolate,pasta,green tea
Invoice6384;mineral water,cooking oil,extra dark chocolate,chocolate,escalope,brownies,fresh bread
Invoice6385;hot dogs,yogurt cake
Invoice6386;burgers,eggs,escalope
Invoice6387;escalope
Invoice6388;whole weat flour
Invoice6389;tomatoes
Invoice6390;grated cheese,chocolate,champagne,green tea
Invoice6391;energy bar,cake,chocolate,frozen smoothie,escalope
Invoice6392;mineral water
Invoice6393;frozen vegetables,tomatoes,ground beef,chocolate,soup,strawberries,pancakes
Invoice6394;turkey,chicken,honey
Invoice6395;whole weat flour
Invoice6396;chili,babies food
Invoice6397;french fries
Invoice6398;ground beef,milk,energy bar
Invoice6399;mineral water
Invoice6400;shrimp,cereals,green tea,hot dogs,fresh bread
Invoice6401;mineral water,soup,chicken,green tea
Invoice6402;french fries,energy drink
Invoice6403;burgers,milk,frozen smoothie,green tea
Invoice6404;olive oil
Invoice6405;turkey,grated cheese,frozen vegetables,avocado,carrots,hot dogs,green tea
Invoice6406;spaghetti,whole wheat rice,corn,champagne
Invoice6407;escalope
Invoice6408;tomatoes,ground beef,soup,french wine,strong cheese
Invoice6409;shrimp,mineral water,pancakes,yogurt cake,green tea
Invoice6410;olive oil
Invoice6411;olive oil,low fat yogurt
Invoice6412;spaghetti,meatballs,butter,almonds,chicken,fromage blanc,strong cheese,green beans
Invoice6413;frozen vegetables,mineral water,chicken,whole wheat rice
Invoice6414;frozen vegetables,eggs,honey,hot dogs,light mayo
Invoice6415;energy drink
Invoice6416;ham,whole wheat rice,melons,green tea
Invoice6417;french fries,cookies,shallot,hot dogs,green tea
Invoice6418;milk,energy drink
Invoice6419;turkey,pepper,yams,chicken,whole wheat rice,eggplant,green tea
Invoice6420;fresh tuna,tomatoes,pancakes,cake,gums,cereals,low fat yogurt
Invoice6421;cookies
Invoice6422;burgers,butter,carrots,chocolate,cookies
Invoice6423;turkey,grated cheese,soup,green tea
Invoice6424;babies food
Invoice6425;vegetables mix
Invoice6426;mineral water,cake,gums,chicken,french fries,hot dogs,energy drink
Invoice6427;butter
Invoice6428;champagne
Invoice6429;frozen smoothie
Invoice6430;ground beef,spaghetti,mineral water,milk,cottage cheese,low fat yogurt
Invoice6431;turkey,mineral water,salmon
Invoice6432;parmesan cheese,whole wheat rice
Invoice6433;parmesan cheese,chicken,magazines
Invoice6434;escalope
Invoice6435;eggs,fresh bread,green tea
Invoice6436;eggs,chocolate
Invoice6437;soup,milk,low fat yogurt
Invoice6438;burgers,shrimp,chocolate,milk,whole wheat rice,cooking oil,frozen smoothie,tomato juice,low fat yogurt
Invoice6439;turkey,burgers,shrimp,salmon,vegetables mix,burger sauce,oil,green tea,brownies,tomato juice
Invoice6440;dessert wine,mineral water,eggs,champagne,pancakes
Invoice6441;cookies
Invoice6442;black tea,green tea,light mayo
Invoice6443;grated cheese,herb & pepper,whole wheat pasta,pancakes,oil
Invoice6444;frozen vegetables
Invoice6445;tomatoes,parmesan cheese,vegetables mix,eggs,barbecue sauce,cookies
Invoice6446;shrimp,frozen vegetables,eggs,french fries,energy drink
Invoice6447;ham,red wine,spaghetti,mineral water,eggs,light mayo
Invoice6448;green tea
Invoice6449;red wine,mineral water,almonds,rice,green tea
Invoice6450;ground beef,cooking oil,toothpaste
Invoice6451;herb & pepper,ground beef,mineral water,flax seed
Invoice6452;cookies,hot dogs
Invoice6453;olive oil,butter,cake,cooking oil,cereals,pancakes,white wine,low fat yogurt
Invoice6454;frozen vegetables,milk,eggs,green tea
Invoice6455;frozen vegetables,mineral water,eggs
Invoice6456;cake
Invoice6457;frozen vegetables,meatballs,whole wheat rice,light cream
Invoice6458;chicken,energy drink
Invoice6459;pickles,mineral water,hand protein bar
Invoice6460;ham,tomatoes,mineral water,french fries,low fat yogurt
Invoice6461;turkey,burgers,eggs,french fries,shallot,energy drink,green tea
Invoice6462;burgers,french fries
Invoice6463;frozen vegetables,pepper,mineral water,chicken,strong cheese,chocolate,french fries
Invoice6464;turkey,whole wheat pasta,mineral water,rice,green tea,magazines
Invoice6465;frozen vegetables,french wine,salmon,pancakes,gums
Invoice6466;olive oil
Invoice6467;herb & pepper,mineral water,eggs,green tea
Invoice6468;fresh tuna,herb & pepper,shrimp,low fat yogurt
Invoice6469;frozen vegetables,green grapes,eggs,chocolate,zucchini
Invoice6470;turkey,pancakes,barbecue sauce,melons
Invoice6471;burgers,tomatoes,ground beef,spaghetti,mineral water,milk,cake,french fries,fresh bread,green tea
Invoice6472;turkey,burgers,grated cheese,herb & pepper,red wine,frozen vegetables,ground beef,mineral water,milk,cider,eggs,cake,escalope,cookies,low fat yogurt
Invoice6473;herb & pepper,frozen vegetables,cooking oil,chocolate
Invoice6474;turkey,burgers,fresh tuna,parmesan cheese,spaghetti,avocado,olive oil,chocolate,french fries
Invoice6475;chocolate,mushroom cream sauce
Invoice6476;energy bar
Invoice6477;cookies
Invoice6478;cake,french fries
Invoice6479;turkey,frozen vegetables,spaghetti,corn,zucchini
Invoice6480;spaghetti,french fries,green tea
Invoice6481;turkey,eggs,cake
Invoice6482;grated cheese,olive oil,eggs,oil,french fries,cottage cheese,pancakes,light mayo
Invoice6483;cookies
Invoice6484;parmesan cheese,rice,white wine
Invoice6485;chocolate,champagne,frozen smoothie,escalope
Invoice6486;herb & pepper,shrimp,pancakes,hot dogs,cottage cheese,fresh bread
Invoice6487;turkey,ham,mineral water,chocolate,milk,chicken,eggs,cake
Invoice6488;burgers,eggs
Invoice6489;low fat yogurt
Invoice6490;fresh tuna,french wine,cake,frozen smoothie
Invoice6491;pickles,spaghetti,cottage cheese
Invoice6492;shrimp,whole wheat pasta,cake,babies food,tomato juice
Invoice6493;whole wheat pasta,spaghetti,milk,nonfat milk,oil,cooking oil,hot dogs
Invoice6494;spaghetti
Invoice6495;french fries
Invoice6496;burgers,mineral water,milk,butter,eggs
Invoice6497;dessert wine,herb & pepper,mineral water,milk,black tea,salmon,honey,blueberries,burger sauce,extra dark chocolate,frozen smoothie
Invoice6498;french fries
Invoice6499;energy bar
Invoice6500;chocolate,frozen vegetables,ground beef,spaghetti,energy bar,green tea,escalope,pasta
Invoice6501;grated cheese,ground beef,mineral water,almonds,nonfat milk,pancakes,body spray,gluten free bar,light mayo
Invoice6502;parmesan cheese,french wine,cooking oil,low fat yogurt
Invoice6503;burgers,pickles,gums,french fries
Invoice6504;french fries
Invoice6505;herb & pepper,french fries,low fat yogurt
Invoice6506;mineral water,chocolate,soup
Invoice6507;oil
Invoice6508;spaghetti,mineral water,energy bar,light cream,zucchini
Invoice6509;tomatoes,chocolate,milk
Invoice6510;turkey,herb & pepper,ground beef,meatballs,pancakes
Invoice6511;mineral water
Invoice6512;eggs,green tea
Invoice6513;red wine,ground beef,mineral water,salmon,eggs,pet food
Invoice6514;chocolate,cider,vegetables mix,pancakes
Invoice6515;burgers,spaghetti,olive oil,muffins,pancakes,eggs,green tea,chocolate,low fat yogurt
Invoice6516;red wine,whole wheat pasta,spaghetti,mineral water,energy bar,black tea,french wine,cake,chocolate bread,brownies
Invoice6517;cooking oil
Invoice6518;cookies
Invoice6519;escalope
Invoice6520;red wine,tomatoes,spaghetti,mineral water,soup,blueberries
Invoice6521;green tea
Invoice6522;shrimp,frozen vegetables,parmesan cheese,ground beef,tomato sauce,spaghetti,mineral water,salmon,rice,clothes accessories,chocolate,champagne,frozen smoothie,fresh bread
Invoice6523;ground beef,pancakes,honey
Invoice6524;whole wheat pasta,mineral water,milk,chicken,magazines,mayonnaise
Invoice6525;mineral water,chocolate,soup,olive oil,low fat yogurt
Invoice6526;turkey,grated cheese,herb & pepper,frozen vegetables,spaghetti,mineral water,milk,eggs,gums,carrots,french fries,low fat yogurt
Invoice6527;spaghetti,mineral water,cake,cooking oil,chocolate
Invoice6528;chicken,eggs,whole wheat rice
Invoice6529;shrimp,milk,eggs,cake
Invoice6530;frozen vegetables,spaghetti,mineral water,cake,rice,zucchini
Invoice6531;spaghetti,eggs
Invoice6532;whole wheat rice,chicken,eggplant,green tea,french fries
Invoice6533;energy drink
Invoice6534;fromage blanc,eggs,yogurt cake
Invoice6535;chocolate,grated cheese,salmon,cooking oil
Invoice6536;burgers,almonds,eggs,frozen smoothie
Invoice6537;burgers,eggs,cookies
Invoice6538;chocolate,spaghetti,strawberries,green tea
Invoice6539;chicken,fromage blanc,energy drink
Invoice6540;spaghetti,mineral water,pancakes
Invoice6541;cake,cookies
Invoice6542;french fries
Invoice6543;shrimp,spaghetti,mineral water,french fries
Invoice6544;mineral water,chicken,strawberries
Invoice6545;soup,frozen smoothie,yogurt cake
Invoice6546;spaghetti
Invoice6547;herb & pepper,mineral water,almonds
Invoice6548;milk,eggs
Invoice6549;pickles,chocolate,soup,french fries
Invoice6550;parmesan cheese,frozen smoothie,mushroom cream sauce,cottage cheese,brownies,yogurt cake,green tea
Invoice6551;salmon,light cream,escalope,shallot,hot dogs,white wine
Invoice6552;burgers,frozen vegetables,tomatoes,corn,antioxydant juice,cookies
Invoice6553;grated cheese,shrimp,spaghetti,mineral water,olive oil,strong cheese,pancakes,green beans,frozen smoothie,cookies,energy drink
Invoice6554;butter
Invoice6555;bacon
Invoice6556;frozen vegetables,mineral water,carrots,french fries
Invoice6557;turkey,melons
Invoice6558;burgers,french wine,cake
Invoice6559;eggs,whole wheat rice,energy drink
Invoice6560;french fries,escalope,pasta,mushroom cream sauce
Invoice6561;blueberries
Invoice6562;french fries
Invoice6563;burgers,tomatoes,ground beef,mineral water,eggs,cake,green tea
Invoice6564;spaghetti,mineral water,whole wheat rice,cooking oil
Invoice6565;burgers,eggs,mushroom cream sauce,green tea
Invoice6566;spaghetti,mineral water,soup,olive oil,pancakes,whole wheat rice,light cream,green tea
Invoice6567;milk,pancakes,eggs
Invoice6568;ham,ground beef,mineral water,soup,cake
Invoice6569;turkey,grated cheese,spaghetti,whole wheat rice,carrots,green tea,low fat yogurt
Invoice6570;spaghetti,mineral water,vegetables mix,cake,frozen smoothie,cottage cheese,green tea
Invoice6571;whole wheat pasta,milk,green tea
Invoice6572;eggs
Invoice6573;energy bar
Invoice6574;light cream
Invoice6575;turkey,fresh tuna,mineral water,chicken,fromage blanc,honey,green tea
Invoice6576;butter,eggs
Invoice6577;shrimp,frozen vegetables,pepper,spaghetti,cake,chocolate,low fat yogurt
Invoice6578;mineral water,vegetables mix,barbecue sauce,eggplant,escalope
Invoice6579;escalope
Invoice6580;pepper,whole wheat rice
Invoice6581;mineral water,soup,milk,mashed potato,tomato juice,fresh bread,candy bars
Invoice6582;herb & pepper,shrimp,spaghetti
Invoice6583;chocolate,parmesan cheese
Invoice6584;burgers,whole wheat pasta,olive oil,green tea
Invoice6585;extra dark chocolate,green tea,cookies
Invoice6586;eggs
Invoice6587;cottage cheese
Invoice6588;tomatoes,parmesan cheese,milk,french wine,fresh bread
Invoice6589;shrimp,vegetables mix,cookies,mushroom cream sauce
Invoice6590;red wine,carrots,tomato juice
Invoice6591;chocolate,ground beef
Invoice6592;herb & pepper,mint green tea
Invoice6593;french fries
Invoice6594;fresh tuna,whole wheat pasta,pepper,mineral water,meatballs,milk,olive oil,chicken,bacon,cake,gums,pancakes,yogurt cake,tomato juice,magazines
Invoice6595;shrimp,ground beef,eggs
Invoice6596;tomato juice
Invoice6597;shrimp,frozen vegetables,avocado,frozen smoothie
Invoice6598;burgers,eggs,french fries,pancakes
Invoice6599;mineral water
Invoice6600;shrimp,milk,french fries
Invoice6601;cereals,french fries,light mayo
Invoice6602;eggs,cake,light mayo
Invoice6603;body spray,yogurt cake
Invoice6604;milk,cottage cheese
Invoice6605;vegetables mix,energy drink
Invoice6606;mineral water
Invoice6607;burgers,frozen vegetables,whole wheat pasta,milk,green tea
Invoice6608;grated cheese,yams,muffins,oil,protein bar
Invoice6609;ground beef,spaghetti,eggplant,green tea
Invoice6610;brownies
Invoice6611;whole wheat pasta,ground beef,mineral water,chocolate,eggs,hot dogs
Invoice6612;red wine,vegetables mix,mushroom cream sauce
Invoice6613;brownies
Invoice6614;chocolate,salmon,french fries,cookies,tomato juice
Invoice6615;chocolate,frozen vegetables,ground beef,mineral water,honey,energy drink,green tea
Invoice6616;turkey,mineral water,avocado,honey,green tea
Invoice6617;grated cheese,cookies
Invoice6618;ground beef,mineral water,eggs,soda,low fat yogurt
Invoice6619;chicken,whole wheat rice
Invoice6620;pancakes
Invoice6621;whole wheat rice
Invoice6622;chocolate,spaghetti,mineral water,soup,cottage cheese
Invoice6623;turkey,blueberries,white wine
Invoice6624;spaghetti,mineral water,body spray,protein bar
Invoice6625;parmesan cheese
Invoice6626;spinach,ketchup,pancakes,tomato juice,green tea
Invoice6627;clothes accessories,antioxydant juice,green tea
Invoice6628;red wine,mineral water,chocolate,butter,cereals,antioxydant juice,protein bar
Invoice6629;frozen vegetables,escalope
Invoice6630;shrimp
